"date","tot_n","weekday","wordlist","wordlist_n","pr","bl","sd","prlow","prhigh"
2019-01-01,716340,"Tuesday","anxiety",25320,3.53463439149007,4.09325532431143,0.226082349485917,3.49199170295861,3.57765337008226
2019-01-01,716340,"Tuesday","anger",72511,10.1224278973672,11.5841914835579,0.62136673460088,10.0526710343614,10.1925074302155
2019-01-01,716340,"Tuesday","sadness",29878,4.17092442136416,5.02062438859271,0.288045901755632,4.1247429703157,4.21747694843532
2019-01-01,716340,"Tuesday","positive",321316,44.8552363402853,38.0457499899186,1.92985458408345,44.7400154599977,44.9704988278084
2019-01-02,818538,"Wednesday","anxiety",33689,4.11575272009363,4.18855861332206,0.267959606134815,4.07281855843573,4.15901198041857
2019-01-02,818538,"Wednesday","anger",95536,11.6715412112816,11.729996712621,0.571691064686491,11.6020584749646,11.7412953176017
2019-01-02,818538,"Wednesday","sadness",39964,4.88236343334091,5.08196713678993,0.278881009282222,4.83577740103023,4.92926908582103
2019-01-02,818538,"Wednesday","positive",326030,39.8307714486072,37.8874171589761,1.26446550808934,39.7246929434397,39.9369219242877
2019-01-03,858832,"Thursday","anxiety",36386,4.23668424092256,4.14737690947923,0.257910502256989,4.19418071265476,4.27949677697347
2019-01-03,858832,"Thursday","anger",110793,12.9004275574268,11.6755111038462,0.542848601504366,12.8296014238988,12.9715040177155
2019-01-03,858832,"Thursday","sadness",44529,5.18483242357062,5.03913810607937,0.259529528907857,5.13803324265401,5.23193416000459
2019-01-03,858832,"Thursday","positive",340029,39.5920273115114,37.8261409425991,1.40317994104453,39.4885747040642,39.6955501219892
2019-01-04,854444,"Friday","anxiety",36207,4.23749245123144,4.08504917733653,0.267916064097444,4.19487627595895,4.28041921709824
2019-01-04,854444,"Friday","anger",109258,12.7870287578823,11.5515734032348,0.636988715300645,12.7162885759017,12.8580213229973
2019-01-04,854444,"Friday","sadness",44009,5.15060085857002,5.03643079802437,0.268432143427552,5.10382901155845,5.19767705001617
2019-01-04,854444,"Friday","positive",339625,39.7480700900235,38.1024953674742,1.29851983165709,39.6442817311369,39.8519279546331
2019-01-05,812520,"Saturday","anxiety",37207,4.57921035789888,4.35737935885438,0.338657737424522,4.53385934025574,4.62488554598409
2019-01-05,812520,"Saturday","anger",106053,13.0523556343228,12.1291599070489,0.725641870955266,12.9791764364407,13.1257983500983
2019-01-05,812520,"Saturday","sadness",47471,5.8424408014572,5.44446316756509,0.347152660893033,5.79153842909616,5.89365826712229
2019-01-05,812520,"Saturday","positive",324299,39.9127406094619,38.5297046914062,0.846709050719687,39.8062327376784,40.0193204005817
2019-01-06,766309,"Sunday","anxiety",35327,4.61002023987712,4.43909038946197,0.268412231347339,4.56317519056515,4.65720879126583
2019-01-06,766309,"Sunday","anger",98446,12.8467759089349,12.357996921696,0.552706104213366,12.7719334035275,12.9218993893429
2019-01-06,766309,"Sunday","sadness",45519,5.94003202363537,5.59649549061381,0.265843064373983,5.88721057299095,5.99318684193441
2019-01-06,766309,"Sunday","positive",303934,39.6620684345349,38.3152185407812,0.924193969783056,39.5525134590688,39.7717015631481
2019-01-07,773328,"Monday","anxiety",33721,4.36050421037386,4.15612085607985,0.236639146323272,4.31509570950122,4.40625498069642
2019-01-07,773328,"Monday","anger",96114,12.4286201973807,11.7637385314364,0.741840899337936,12.3551673377388,12.5023546185717
2019-01-07,773328,"Monday","sadness",42939,5.552495189622,5.1970315079627,0.394082475724101,5.50155768360205,5.60376595806168
2019-01-07,773328,"Monday","positive",307466,39.7588086814392,37.879216742284,1.33994120466584,39.6497064322215,39.8679876494558
2019-01-08,880738,"Tuesday","anxiety",36463,4.1400507301831,4.09325532431143,0.226082349485917,4.09853977324541,4.18186364459298
2019-01-08,880738,"Tuesday","anger",105078,11.9306763191778,11.5841914835579,0.62136673460088,11.8630477911074,11.9985553341586
2019-01-08,880738,"Tuesday","sadness",45049,5.11491499174556,5.02062438859271,0.288045901755632,5.06899687540984,5.16112859564971
2019-01-08,880738,"Tuesday","positive",343832,39.039078590909,38.0457499899186,1.92985458408345,38.9371753459384,39.1410539291984
2019-01-09,902723,"Wednesday","anxiety",39322,4.35593199685839,4.18855861332206,0.267959606134815,4.31391746043789,4.39823973101476
2019-01-09,902723,"Wednesday","anger",105747,11.7142246292606,11.729996712621,0.571691064686491,11.647952530346,11.7807425030295
2019-01-09,902723,"Wednesday","sadness",47282,5.23770857727121,5.08196713678993,0.278881009282222,5.19183905837422,5.28386558780605
2019-01-09,902723,"Wednesday","positive",352902,39.0930551232216,37.8874171589761,1.26446550808934,38.9923755284373,39.1938047085403
2019-01-10,927311,"Thursday","anxiety",39301,4.23816820893961,4.14737690947923,0.257910502256989,4.19725379646096,4.2793687811502
2019-01-10,927311,"Thursday","anger",108388,11.688419526998,11.6755111038462,0.542848601504366,11.6230937141807,11.753984755846
2019-01-10,927311,"Thursday","sadness",47954,5.17129636119921,5.03913810607937,0.259529528907857,5.12631070117895,5.21656230185259
2019-01-10,927311,"Thursday","positive",361192,38.9504707697849,37.8261409425991,1.40317994104453,38.8512009439254,39.0498096204287
2019-01-11,867501,"Friday","anxiety",35176,4.05486564280618,4.08504917733653,0.267916064097444,4.01345528332002,4.09658314650323
2019-01-11,867501,"Friday","anger",100085,11.5371624931844,11.5515734032348,0.636988715300645,11.4700064570781,11.6045754734325
2019-01-11,867501,"Friday","sadness",43521,5.01682418809892,5.03643079802437,0.268432143427552,4.97098104217777,5.06296799424871
2019-01-11,867501,"Friday","positive",339368,39.1201854522358,38.1024953674742,1.29851983165709,39.0174690653513,39.2229744912761
2019-01-12,778712,"Saturday","anxiety",33468,4.29786622011732,4.35737935885438,0.338657737424522,4.25292704346666,4.34314576848069
2019-01-12,778712,"Saturday","anger",93145,11.9614183420828,12.1291599070489,0.725641870955266,11.8894202358606,12.0336995444935
2019-01-12,778712,"Saturday","sadness",42537,5.46248163634309,5.44446316756509,0.347152660893033,5.41211043544919,5.51318446809065
2019-01-12,778712,"Saturday","positive",302776,38.8816404524394,38.5297046914062,0.846709050719687,38.7733453576386,38.990018261247
2019-01-13,862898,"Sunday","anxiety",39954,4.63021121847542,4.43909038946197,0.268412231347339,4.58596781936509,4.6747595005198
2019-01-13,862898,"Sunday","anger",109520,12.6921142475704,12.357996921696,0.552706104213366,12.621945235492,12.7625338070731
2019-01-13,862898,"Sunday","sadness",49088,5.68873725515646,5.59649549061381,0.265843064373983,5.63995633501894,5.73781589721234
2019-01-13,862898,"Sunday","positive",333974,38.7037633648473,38.3152185407812,0.924193969783056,38.6009745417835,38.8066280234544
2019-01-14,900558,"Monday","anxiety",38105,4.23126550427624,4.15612085607985,0.236639146323272,4.18978157056918,4.2730441511
2019-01-14,900558,"Monday","anger",106114,11.7831388983275,11.7637385314364,0.741840899337936,11.7166179655956,11.8499057529493
2019-01-14,900558,"Monday","sadness",46960,5.21454476002656,5.1970315079627,0.394082475724101,5.16871656674775,5.26066128673854
2019-01-14,900558,"Monday","positive",352678,39.1621639028247,37.879216742284,1.33994120466584,39.0613313162464,39.2630662037025
2019-01-15,929148,"Tuesday","anxiety",41126,4.42620551300762,4.09325532431143,0.226082349485917,4.38447316003875,4.4682222758026
2019-01-15,929148,"Tuesday","anger",111004,11.9468588427247,11.5841914835579,0.62136673460088,11.8809752146401,12.0129797989579
2019-01-15,929148,"Tuesday","sadness",50635,5.44961620753637,5.02062438859271,0.288045901755632,5.40354616138507,5.49596423231711
2019-01-15,929148,"Tuesday","positive",361445,38.900691816589,38.0457499899186,1.92985458408345,38.8015433347661,38.9999094970381
2019-01-16,919011,"Wednesday","anxiety",39026,4.24652153238645,4.18855861332206,0.267959606134815,4.2053843821994,4.28794737581949
2019-01-16,919011,"Wednesday","anger",108091,11.7616655295747,11.729996712621,0.571691064686491,11.6958672940241,11.8277048820357
2019-01-16,919011,"Wednesday","sadness",48432,5.27001309015888,5.08196713678993,0.278881009282222,5.2244185276396,5.31588983989204
2019-01-16,919011,"Wednesday","positive",361420,39.3270591973328,37.8874171589761,1.26446550808934,39.2271694891048,39.4270161801338
2019-01-17,943760,"Thursday","anxiety",38957,4.12785030092396,4.14737690947923,0.257910502256989,4.08780294491272,4.16817950883169
2019-01-17,943760,"Thursday","anger",110570,11.7159023480546,11.6755111038462,0.542848601504366,11.6510816091092,11.7809581589444
2019-01-17,943760,"Thursday","sadness",51023,5.4063533101636,5.03913810607937,0.259529528907857,5.36081248602489,5.45216807312375
2019-01-17,943760,"Thursday","positive",370742,39.2835042807493,37.8261409425991,1.40317994104453,39.1849526601838,39.3821216784154
2019-01-18,893117,"Friday","anxiety",36796,4.11995292889957,4.08504917733653,0.267916064097444,4.0788261550476,4.16137760296692
2019-01-18,893117,"Friday","anger",106712,11.9482665764956,11.5515734032348,0.636988715300645,11.8810650123419,12.0157150394889
2019-01-18,893117,"Friday","sadness",48699,5.45270104588761,5.03643079802437,0.268432143427552,5.40570005927632,5.49999121436189
2019-01-18,893117,"Friday","positive",351774,39.3872247421111,38.1024953674742,1.29851983165709,39.2858696596843,39.4886486600549
2019-01-19,792250,"Saturday","anxiety",35035,4.42221520984538,4.35737935885438,0.338657737424522,4.37704829151604,4.46771575950583
