"date","tot_n","weekday","wordlist","wordlist_n","pr","bl","sd","prlow","prhigh","country","country2"
2019-01-01,611756,"Tuesday","anxiety",23920,3.91005564309954,4.3267990789285,0.328635252635337,3.86161987736038,3.95892849726278,"ny","NewYork"
2019-01-01,611756,"Tuesday","anger",58423,9.55004936608713,11.1011262642713,0.527575240823849,9.47651044183584,9.62397160196009,"ny","NewYork"
2019-01-01,611756,"Tuesday","sadness",87236,14.2599336990565,15.2328245582458,0.574871856566607,14.1724000559875,14.3478059426225,"ny","NewYork"
2019-01-01,611756,"Tuesday","positive",225493,36.859957237853,28.838873573817,1.46657758146227,36.7390483921454,36.9809905296743,"ny","NewYork"
2019-01-02,633661,"Wednesday","anxiety",26677,4.20997978414326,4.34192281900818,0.393061281020515,4.16066560218989,4.2597131507744,"ny","NewYork"
2019-01-02,633661,"Wednesday","anger",66027,10.4199248494069,11.0130750302074,0.505702908039446,10.3448027894633,10.4954089830212,"ny","NewYork"
2019-01-02,633661,"Wednesday","sadness",93275,14.7200159075594,15.1851935209015,0.606402114355518,14.6328621050816,14.8074923852852,"ny","NewYork"
2019-01-02,633661,"Wednesday","positive",180150,28.430028043386,28.5915327785784,1.21960716925918,28.3189838471002,28.5412694706888,"ny","NewYork"
2019-01-03,702742,"Thursday","anxiety",28180,4.01000651732784,4.41422940500388,0.70526868605157,3.96425428662234,4.05613835430166,"ny","NewYork"
2019-01-03,702742,"Thursday","anger",75264,10.7100472150519,10.8753830693513,0.452754746390806,10.6378366426487,10.7825818476556,"ny","NewYork"
2019-01-03,702742,"Thursday","sadness",103233,14.6900284884068,15.1138423282366,0.688482906457969,14.6073352092763,14.7730129532,"ny","NewYork"
2019-01-03,702742,"Thursday","positive",197892,28.1599790534791,28.8705807522257,1.19219914077586,28.0548383476744,28.2652998205739,"ny","NewYork"
2019-01-04,740230,"Friday","anxiety",28573,3.8600164813639,4.32327140790156,0.479083955835657,3.81624504184843,3.90414947215479,"ny","NewYork"
2019-01-04,740230,"Friday","anger",80019,10.8100185077611,10.7546196980324,0.40565844745314,10.7393691369313,10.8809747325681,"ny","NewYork"
2019-01-04,740230,"Friday","sadness",106445,14.3799900031071,15.052115839355,0.776029132026253,14.3001279212261,14.4601309458274,"ny","NewYork"
2019-01-04,740230,"Friday","positive",206376,27.8799832484498,29.1665368264165,0.729569688082127,27.7778522849064,27.9822873423417,"ny","NewYork"
2019-01-05,634297,"Saturday","anxiety",25879,4.07994992881883,4.17710480572373,0.278323605122702,4.03139717586525,4.12892264825293,"ny","NewYork"
2019-01-05,634297,"Saturday","anger",69456,10.9500754378469,10.9911506097056,0.648013053432384,10.8733280303526,11.0271797001254,"ny","NewYork"
2019-01-05,634297,"Saturday","sadness",96667,15.2400216302458,15.1078799983022,0.612246391723164,15.151653286441,15.3287075688977,"ny","NewYork"
2019-01-05,634297,"Saturday","positive",187308,29.5300151191004,29.6165428331296,0.686323418044865,29.4177672222583,29.6424499991937,"ny","NewYork"
2019-01-06,647015,"Sunday","anxiety",25816,3.9900156874261,4.19423411126673,0.399911989226402,3.94245349515682,4.03799039815362,"ny","NewYork"
2019-01-06,647015,"Sunday","anger",75960,11.7400678500498,11.0461539127094,0.544934336901541,11.6617273209704,11.8187511236723,"ny","NewYork"
2019-01-06,647015,"Sunday","sadness",97764,15.1100051776234,15.5303754705598,0.664460655589074,15.0228169499542,15.1975059196022,"ny","NewYork"
2019-01-06,647015,"Sunday","positive",182976,28.2800244198357,29.6517336537148,0.912913858014941,28.1703081313679,28.3899352102814,"ny","NewYork"
2019-01-07,744626,"Monday","anxiety",30157,4.04995259365104,4.29039212734331,0.436268475113768,4.00529019761093,4.0949729082687,"ny","NewYork"
2019-01-07,744626,"Monday","anger",75282,10.1100418196517,11.0088499340487,0.5876689594486,10.0416582378928,10.1787359028194,"ny","NewYork"
2019-01-07,744626,"Monday","sadness",116683,15.6700142084751,15.6546125723543,0.742691721634657,15.5875140556683,15.7527815249082,"ny","NewYork"
2019-01-07,744626,"Monday","positive",214154,28.7599412322428,28.9740406766034,0.850235884605215,28.6571469175391,28.862900806769,"ny","NewYork"
2019-01-08,739853,"Tuesday","anxiety",34773,4.69998770025938,4.3267990789285,0.328635252635337,4.65187277227435,4.74845771368873,"ny","NewYork"
2019-01-08,739853,"Tuesday","anger",79904,10.7999832399139,11.1011262642713,0.527575240823849,10.7293448028665,10.8709287661717,"ny","NewYork"
2019-01-08,739853,"Tuesday","sadness",111422,15.0600186793863,15.2328245582458,0.574871856566607,14.9785905139959,15.1417205154884,"ny","NewYork"
2019-01-08,739853,"Tuesday","positive",208713,28.2100633504223,28.838873573817,1.46657758146227,28.1075374849342,28.3127598491729,"ny","NewYork"
2019-01-09,750662,"Wednesday","anxiety",34455,4.58994860536433,4.34192281900818,0.393061281020515,4.54271744678912,4.63753058915705,"ny","NewYork"
