"wordlist","separdate","country","ndays","notzero","maxdays","maxratio"
"positive","Before","CHE",8,"negative",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",2,"negative",25,1
"positive","Before","CHE",5,"zero",25,1
"positive","Before","CHE",2,"negative",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",1,"negative",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",1,"negative",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",1,"negative",25,1
"positive","Before","CHE",3,"zero",25,1
"positive","Before","CHE",7,"negative",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",3,"negative",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",6,"negative",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",1,"negative",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",2,"negative",25,1
"positive","Before","CHE",3,"zero",25,1
"positive","Before","CHE",13,"negative",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",8,"negative",25,1
"positive","Before","CHE",11,"positive",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",2,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",3,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",19,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",7,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",7,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",1,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",1,"positive",25,1
"positive","Before","CHE",3,"zero",25,1
"positive","Before","CHE",10,"positive",25,1
"positive","Before","CHE",3,"zero",25,1
"positive","Before","CHE",1,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",1,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",2,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",16,"positive",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",18,"positive",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",8,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",16,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",3,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",2,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",6,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",4,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",1,"positive",25,1
"positive","Before","CHE",1,"negative",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",11,"positive",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",6,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",7,"positive",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHE",1,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",2,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",1,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",1,"positive",25,1
"positive","Before","CHE",1,"zero",25,1
"positive","Before","CHE",2,"positive",25,1
"positive","Before","CHE",2,"zero",25,1
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",5,"positive",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",9,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",4,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",8,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",5,"positive",13,0.619047619047619
"positive","Before","CHL",6,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",12,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",17,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",4,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",4,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",8,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",7,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",2,"negative",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",2,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",15,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",3,"negative",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",21,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",5,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",7,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",7,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",7,"zero",13,0.619047619047619
"positive","Before","CHL",3,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",3,"positive",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",4,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",5,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",13,"negative",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",4,"negative",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",7,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",5,"negative",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",3,"negative",13,0.619047619047619
"positive","Before","CHL",11,"zero",13,0.619047619047619
"positive","Before","CHL",4,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",5,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",3,"negative",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",3,"positive",13,0.619047619047619
"positive","Before","CHL",2,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",2,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",12,"zero",13,0.619047619047619
"positive","Before","CHL",2,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",5,"negative",13,0.619047619047619
"positive","Before","CHL",10,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",2,"positive",13,0.619047619047619
"positive","Before","CHL",5,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",3,"positive",13,0.619047619047619
"positive","Before","CHL",3,"zero",13,0.619047619047619
"positive","Before","CHL",1,"positive",13,0.619047619047619
"positive","Before","CHL",1,"zero",13,0.619047619047619
"positive","Before","CHL",1,"negative",13,0.619047619047619
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",23,"negative",23,1.91666666666667
"positive","Before","DEU",11,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",4,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",5,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","DEU",3,"negative",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","DEU",4,"negative",23,1.91666666666667
"positive","Before","DEU",5,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",2,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","DEU",2,"negative",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",2,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",11,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",5,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",2,"negative",23,1.91666666666667
"positive","Before","DEU",5,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",3,"positive",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",2,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",5,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","DEU",2,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",2,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",4,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",2,"zero",23,1.91666666666667
"positive","Before","DEU",3,"positive",23,1.91666666666667
"positive","Before","DEU",33,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",6,"zero",23,1.91666666666667
"positive","Before","DEU",2,"negative",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",16,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",6,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",10,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",4,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",7,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",8,"zero",23,1.91666666666667
"positive","Before","DEU",2,"negative",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",2,"negative",23,1.91666666666667
"positive","Before","DEU",16,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",6,"zero",23,1.91666666666667
"positive","Before","DEU",3,"positive",23,1.91666666666667
"positive","Before","DEU",4,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",3,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",2,"positive",23,1.91666666666667
"positive","Before","DEU",2,"zero",23,1.91666666666667
"positive","Before","DEU",3,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",2,"positive",23,1.91666666666667
"positive","Before","DEU",5,"zero",23,1.91666666666667
"positive","Before","DEU",2,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",6,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",2,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",16,"positive",23,1.91666666666667
"positive","Before","DEU",2,"negative",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","DEU",3,"positive",23,1.91666666666667
"positive","Before","DEU",13,"zero",23,1.91666666666667
"positive","Before","DEU",1,"positive",23,1.91666666666667
"positive","Before","DEU",1,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",4,"zero",23,1.91666666666667
"positive","Before","DEU",1,"negative",23,1.91666666666667
"positive","Before","DEU",3,"zero",23,1.91666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",2,"negative",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",5,"negative",13,0.866666666666667
"positive","Before","ECU",6,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",6,"negative",13,0.866666666666667
"positive","Before","ECU",9,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",3,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",6,"zero",13,0.866666666666667
"positive","Before","ECU",2,"negative",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",2,"negative",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",2,"negative",13,0.866666666666667
"positive","Before","ECU",16,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",7,"zero",13,0.866666666666667
"positive","Before","ECU",2,"negative",13,0.866666666666667
"positive","Before","ECU",3,"zero",13,0.866666666666667
"positive","Before","ECU",3,"negative",13,0.866666666666667
"positive","Before","ECU",9,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",5,"zero",13,0.866666666666667
"positive","Before","ECU",2,"negative",13,0.866666666666667
"positive","Before","ECU",4,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",6,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",6,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",4,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",5,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",2,"negative",13,0.866666666666667
"positive","Before","ECU",4,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",4,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",8,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",8,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",3,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",10,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",4,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",15,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",3,"positive",13,0.866666666666667
"positive","Before","ECU",11,"zero",13,0.866666666666667
"positive","Before","ECU",4,"positive",13,0.866666666666667
"positive","Before","ECU",4,"zero",13,0.866666666666667
"positive","Before","ECU",3,"positive",13,0.866666666666667
"positive","Before","ECU",4,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",6,"zero",13,0.866666666666667
"positive","Before","ECU",13,"negative",13,0.866666666666667
"positive","Before","ECU",12,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",5,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",3,"zero",13,0.866666666666667
"positive","Before","ECU",3,"positive",13,0.866666666666667
"positive","Before","ECU",8,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",3,"zero",13,0.866666666666667
"positive","Before","ECU",8,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",3,"positive",13,0.866666666666667
"positive","Before","ECU",2,"zero",13,0.866666666666667
"positive","Before","ECU",6,"positive",13,0.866666666666667
"positive","Before","ECU",4,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",3,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",14,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",13,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",2,"positive",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",3,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",4,"zero",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",5,"zero",13,0.866666666666667
"positive","Before","ECU",5,"negative",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",3,"zero",13,0.866666666666667
"positive","Before","ECU",1,"positive",13,0.866666666666667
"positive","Before","ECU",3,"zero",13,0.866666666666667
"positive","Before","ECU",4,"positive",13,0.866666666666667
"positive","Before","ECU",1,"negative",13,0.866666666666667
"positive","Before","ECU",1,"zero",13,0.866666666666667
"positive","Before","ESP",4,"positive",6,1.2
"positive","Before","ESP",2,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",13,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",2,"zero",6,1.2
"positive","Before","ESP",2,"positive",6,1.2
"positive","Before","ESP",2,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",3,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",1,"zero",6,1.2
"positive","Before","ESP",2,"positive",6,1.2
"positive","Before","ESP",6,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",1,"zero",6,1.2
"positive","Before","ESP",3,"positive",6,1.2
"positive","Before","ESP",2,"zero",6,1.2
"positive","Before","ESP",2,"positive",6,1.2
"positive","Before","ESP",1,"zero",6,1.2
"positive","Before","ESP",2,"positive",6,1.2
"positive","Before","ESP",2,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",2,"zero",6,1.2
"positive","Before","ESP",2,"positive",6,1.2
"positive","Before","ESP",2,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",3,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",2,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",6,"zero",6,1.2
"positive","Before","ESP",6,"positive",6,1.2
"positive","Before","ESP",1,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",1,"zero",6,1.2
"positive","Before","ESP",2,"positive",6,1.2
"positive","Before","ESP",19,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",1,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
"positive","Before","ESP",11,"zero",6,1.2
"positive","Before","ESP",1,"positive",6,1.2
