"date","Twitter","value","weekday","bl","sd","country"
2019-10-16,"Unique authors",507114,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-10-16,"Total tweets",1202351,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-10-17,"Unique authors",479605,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-10-17,"Total tweets",1174245,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-10-18,"Unique authors",436653,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-10-18,"Total tweets",1182966,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-10-19,"Unique authors",446994,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-10-19,"Total tweets",1038479,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-10-20,"Unique authors",459614,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-10-20,"Total tweets",1053671,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-10-21,"Unique authors",456349,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-10-21,"Total tweets",1096227,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-10-22,"Unique authors",459875,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-10-22,"Total tweets",1094894,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-10-23,"Unique authors",489843,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-10-23,"Total tweets",1069546,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-10-24,"Unique authors",426522,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-10-24,"Total tweets",1124762,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-10-25,"Unique authors",374081,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-10-25,"Total tweets",903124,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-10-26,"Unique authors",439165,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-10-26,"Total tweets",809765,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-10-27,"Unique authors",443198,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-10-27,"Total tweets",981037,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-10-28,"Unique authors",453734,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-10-28,"Total tweets",1019242,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-10-29,"Unique authors",459440,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-10-29,"Total tweets",1034152,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-10-30,"Unique authors",421376,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-10-30,"Total tweets",1042973,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-10-31,"Unique authors",381626,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-10-31,"Total tweets",1011450,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-11-01,"Unique authors",381300,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-11-01,"Total tweets",836306,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-11-02,"Unique authors",413105,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-11-02,"Total tweets",924466,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-11-03,"Unique authors",534027,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-11-03,"Total tweets",1037362,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-11-04,"Unique authors",497123,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-11-04,"Total tweets",1277848,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-11-05,"Unique authors",477848,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-11-05,"Total tweets",1127741,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-11-06,"Unique authors",466661,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-11-06,"Total tweets",1146780,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-11-07,"Unique authors",441750,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-11-07,"Total tweets",1149981,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-11-08,"Unique authors",389197,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-11-08,"Total tweets",1081117,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-11-09,"Unique authors",523020,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-11-09,"Total tweets",902548,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-11-10,"Unique authors",519025,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-11-10,"Total tweets",1266402,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-11-11,"Unique authors",521826,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-11-11,"Total tweets",1239764,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-11-12,"Unique authors",491024,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-11-12,"Total tweets",1260548,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-11-13,"Unique authors",479529,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-11-13,"Total tweets",1135397,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-11-14,"Unique authors",448188,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-11-14,"Total tweets",1097802,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-11-15,"Unique authors",363618,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-11-15,"Total tweets",1004480,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-11-16,"Unique authors",402939,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-11-16,"Total tweets",799145,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-11-17,"Unique authors",438629,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-11-17,"Total tweets",898780,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-11-18,"Unique authors",474123,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-11-18,"Total tweets",1022264,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-11-19,"Unique authors",463697,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-11-19,"Total tweets",1173122,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-11-20,"Unique authors",459555,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-11-20,"Total tweets",1123474,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-11-21,"Unique authors",446912,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-11-21,"Total tweets",1174809,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-11-22,"Unique authors",378786,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-11-22,"Total tweets",1012542,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-11-23,"Unique authors",415217,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-11-23,"Total tweets",883545,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-11-24,"Unique authors",456424,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-11-24,"Total tweets",1002987,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-11-25,"Unique authors",476513,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-11-25,"Total tweets",1083501,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-11-26,"Unique authors",471122,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-11-26,"Total tweets",1099599,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-11-27,"Unique authors",450712,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-11-27,"Total tweets",1047762,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-11-28,"Unique authors",420376,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-11-28,"Total tweets",1017650,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-11-29,"Unique authors",363010,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-11-29,"Total tweets",970793,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-11-30,"Unique authors",423655,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-11-30,"Total tweets",829097,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-12-01,"Unique authors",458835,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-12-01,"Total tweets",956416,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-12-02,"Unique authors",463660,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-12-02,"Total tweets",997268,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-12-03,"Unique authors",457405,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-12-03,"Total tweets",1065726,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-12-04,"Unique authors",439181,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-12-04,"Total tweets",1107251,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-12-05,"Unique authors",368907,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-12-05,"Total tweets",1032135,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-12-06,"Unique authors",354110,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-12-06,"Total tweets",880280,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-12-07,"Unique authors",368055,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-12-07,"Total tweets",809714,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-12-08,"Unique authors",415966,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-12-08,"Total tweets",868429,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-12-09,"Unique authors",453923,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-12-09,"Total tweets",946868,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-12-10,"Unique authors",460704,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-12-10,"Total tweets",1063114,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-12-11,"Unique authors",452679,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-12-11,"Total tweets",1078182,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-12-12,"Unique authors",430980,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-12-12,"Total tweets",1103765,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-12-13,"Unique authors",366868,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-12-13,"Total tweets",1051001,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-12-14,"Unique authors",413084,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-12-14,"Total tweets",853131,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-12-15,"Unique authors",465528,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-12-15,"Total tweets",997983,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-12-16,"Unique authors",455403,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-12-16,"Total tweets",1123899,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-12-17,"Unique authors",472216,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-12-17,"Total tweets",1112934,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-12-18,"Unique authors",463092,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-12-18,"Total tweets",1108146,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-12-19,"Unique authors",428662,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-12-19,"Total tweets",1132757,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-12-20,"Unique authors",372757,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-12-20,"Total tweets",995799,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-12-21,"Unique authors",389423,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-12-21,"Total tweets",814124,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-12-22,"Unique authors",396052,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-12-22,"Total tweets",836235,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-12-23,"Unique authors",405725,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-12-23,"Total tweets",911114,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-12-24,"Unique authors",338291,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-12-24,"Total tweets",891914,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2019-12-25,"Unique authors",363444,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2019-12-25,"Total tweets",770214,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2019-12-26,"Unique authors",400502,"Thursday",413084.076923077,26946.209295664,"Spain"
2019-12-26,"Total tweets",855983,"Thursday",998146.557692308,79513.2367814768,"Spain"
2019-12-27,"Unique authors",361251,"Friday",359901.942307692,21356.3256904507,"Spain"
2019-12-27,"Total tweets",900749,"Friday",945729.019230769,69837.5996250715,"Spain"
2019-12-28,"Unique authors",358057,"Saturday",387991.961538462,36370.7215544406,"Spain"
2019-12-28,"Total tweets",849179,"Saturday",827049.615384615,53316.8511117885,"Spain"
2019-12-29,"Unique authors",421123,"Sunday",433265.788461538,33711.4999074974,"Spain"
2019-12-29,"Total tweets",848018,"Sunday",900662.038461538,94364.5570257454,"Spain"
2019-12-30,"Unique authors",446735,"Monday",442186.615384615,29232.2316886041,"Spain"
2019-12-30,"Total tweets",999215,"Monday",999299.115384615,93405.4283327561,"Spain"
2019-12-31,"Unique authors",394241,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2019-12-31,"Total tweets",1018960,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-01-01,"Unique authors",408442,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-01-01,"Total tweets",877793,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-01-02,"Unique authors",442322,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-01-02,"Total tweets",986741,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-01-03,"Unique authors",435253,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-01-03,"Total tweets",1048259,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-01-04,"Unique authors",435964,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-01-04,"Total tweets",1037772,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-01-05,"Unique authors",435623,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-01-05,"Total tweets",1042524,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-01-06,"Unique authors",485248,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-01-06,"Total tweets",972665,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-01-07,"Unique authors",463263,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-01-07,"Total tweets",1140224,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-01-08,"Unique authors",488548,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-01-08,"Total tweets",1052021,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-01-09,"Unique authors",442246,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-01-09,"Total tweets",1138777,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-01-10,"Unique authors",388900,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-01-10,"Total tweets",1043745,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-01-11,"Unique authors",467109,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-01-11,"Total tweets",893178,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-01-12,"Unique authors",491811,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-01-12,"Total tweets",1090292,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-01-13,"Unique authors",485395,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-01-13,"Total tweets",1187510,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-01-14,"Unique authors",473958,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-01-14,"Total tweets",1188498,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-01-15,"Unique authors",491015,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-01-15,"Total tweets",1100402,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-01-16,"Unique authors",470556,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-01-16,"Total tweets",1098919,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-01-17,"Unique authors",424176,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-01-17,"Total tweets",1101592,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-01-18,"Unique authors",450828,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-01-18,"Total tweets",973503,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-01-19,"Unique authors",506560,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-01-19,"Total tweets",1071383,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-01-20,"Unique authors",503090,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-01-20,"Total tweets",1230198,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-01-21,"Unique authors",495736,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-01-21,"Total tweets",1142028,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-01-22,"Unique authors",497228,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-01-22,"Total tweets",1195876,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-01-23,"Unique authors",481644,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-01-23,"Total tweets",1155087,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-01-24,"Unique authors",424651,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-01-24,"Total tweets",1127332,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-01-25,"Unique authors",465383,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-01-25,"Total tweets",983953,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-01-26,"Unique authors",470040,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-01-26,"Total tweets",1080599,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-01-27,"Unique authors",481754,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-01-27,"Total tweets",1171799,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-01-28,"Unique authors",494702,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-01-28,"Total tweets",1238415,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-01-29,"Unique authors",491365,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-01-29,"Total tweets",1128154,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-01-30,"Unique authors",453278,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-01-30,"Total tweets",1119540,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-01-31,"Unique authors",401645,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-01-31,"Total tweets",1034027,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-02-01,"Unique authors",426185,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-02-01,"Total tweets",900787,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-02-02,"Unique authors",480740,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-02-02,"Total tweets",983603,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-02-03,"Unique authors",493270,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-02-03,"Total tweets",1138290,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-02-04,"Unique authors",474590,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-02-04,"Total tweets",1139229,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-02-05,"Unique authors",506259,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-02-05,"Total tweets",1107179,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-02-06,"Unique authors",440455,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-02-06,"Total tweets",1206217,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-02-07,"Unique authors",373410,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-02-07,"Total tweets",1000685,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-02-08,"Unique authors",457790,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-02-08,"Total tweets",869508,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-02-09,"Unique authors",476908,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-02-09,"Total tweets",1074111,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-02-10,"Unique authors",485233,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-02-10,"Total tweets",1187782,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-02-11,"Unique authors",495865,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-02-11,"Total tweets",1137509,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-02-12,"Unique authors",483241,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-02-12,"Total tweets",1127836,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-02-13,"Unique authors",468480,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-02-13,"Total tweets",1120185,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-02-14,"Unique authors",370298,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-02-14,"Total tweets",1055711,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-02-15,"Unique authors",426481,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-02-15,"Total tweets",831310,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-02-16,"Unique authors",469701,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-02-16,"Total tweets",999948,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-02-17,"Unique authors",479617,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-02-17,"Total tweets",1091109,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-02-18,"Unique authors",479084,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-02-18,"Total tweets",1123519,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-02-19,"Unique authors",482613,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-02-19,"Total tweets",1100562,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-02-20,"Unique authors",446356,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-02-20,"Total tweets",1137483,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-02-21,"Unique authors",380462,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-02-21,"Total tweets",1014840,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-02-22,"Unique authors",399724,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-02-22,"Total tweets",898609,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-02-23,"Unique authors",470926,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-02-23,"Total tweets",971192,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-02-24,"Unique authors",481116,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-02-24,"Total tweets",1069750,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-02-25,"Unique authors",489146,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-02-25,"Total tweets",1072298,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-02-26,"Unique authors",466229,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-02-26,"Total tweets",1114451,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-02-27,"Unique authors",442069,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-02-27,"Total tweets",1094506,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-02-28,"Unique authors",384062,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-02-28,"Total tweets",992438,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-02-29,"Unique authors",453653,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-02-29,"Total tweets",887030,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-03-01,"Unique authors",483219,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-03-01,"Total tweets",1065157,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-03-02,"Unique authors",491354,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-03-02,"Total tweets",1132524,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-03-03,"Unique authors",488919,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-03-03,"Total tweets",1132180,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-03-04,"Unique authors",494906,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-03-04,"Total tweets",1075367,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-03-05,"Unique authors",454121,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-03-05,"Total tweets",1124050,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-03-06,"Unique authors",393139,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-03-06,"Total tweets",1020576,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-03-07,"Unique authors",464059,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-03-07,"Total tweets",900205,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-03-08,"Unique authors",506025,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-03-08,"Total tweets",1056408,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-03-09,"Unique authors",555042,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-03-09,"Total tweets",1225933,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-03-10,"Unique authors",554277,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-03-10,"Total tweets",1227169,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-03-11,"Unique authors",624838,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-03-11,"Total tweets",1202996,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-03-12,"Unique authors",642505,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-03-12,"Total tweets",1366674,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-03-13,"Unique authors",709717,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-03-13,"Total tweets",1434074,"Friday",945729.019230769,69837.5996250715,"Spain"
2020-03-14,"Unique authors",691541,"Saturday",387991.961538462,36370.7215544406,"Spain"
2020-03-14,"Total tweets",1634193,"Saturday",827049.615384615,53316.8511117885,"Spain"
2020-03-15,"Unique authors",690385,"Sunday",433265.788461538,33711.4999074974,"Spain"
2020-03-15,"Total tweets",1572264,"Sunday",900662.038461538,94364.5570257454,"Spain"
2020-03-16,"Unique authors",668397,"Monday",442186.615384615,29232.2316886041,"Spain"
2020-03-16,"Total tweets",1557225,"Monday",999299.115384615,93405.4283327561,"Spain"
2020-03-17,"Unique authors",666848,"Tuesday",438775.698113208,32308.4832207038,"Spain"
2020-03-17,"Total tweets",1471372,"Tuesday",1007171.67924528,95017.6805413226,"Spain"
2020-03-18,"Unique authors",664147,"Wednesday",434489.576923077,28914.9869379431,"Spain"
2020-03-18,"Total tweets",1478759,"Wednesday",1003651.15384615,84947.8094835547,"Spain"
2020-03-19,"Unique authors",672108,"Thursday",413084.076923077,26946.209295664,"Spain"
2020-03-19,"Total tweets",1435641,"Thursday",998146.557692308,79513.2367814768,"Spain"
2020-03-20,"Unique authors",655924,"Friday",359901.942307692,21356.3256904507,"Spain"
2020-03-20,"Total tweets",1446075,"Friday",945729.019230769,69837.5996250715,"Spain"
