"date","anger","fear","positive","sadness"
"2017-12-31",0.00719424460431655,0.00539568345323741,0.494604316546763,0.0161870503597122
"2018-01-01",0.0326618423626051,0.00430275767651086,0.241932329356542,0.0238607471151966
"2018-01-02",0.0351326623970723,0.00439158279963403,0.169258920402562,0.0336688014638609
"2018-01-03",0.0389203989829845,0.005476237042832,0.161548992763544,0.0330530021513788
"2018-01-04",0.0392303381281524,0.00242854474126658,0.156547730244723,0.0272744255557631
"2018-01-05",0.0506329113924051,0.00390915860014892,0.171630677587491,0.0279225614296351
"2018-01-06",0.0406533575317604,0.00381125226860254,0.182032667876588,0.029038112522686
"2018-01-07",0.042235801581596,0.00521207764198418,0.15941768511862,0.0310927390366643
"2018-01-08",0.0324049746015064,0.00507969872131722,0.163601331231389,0.0334559467507444
"2018-01-09",0.0323076923076923,0.00384615384615385,0.154615384615385,0.0303846153846154
"2018-01-10",0.0355776587605203,0.00420811017597552,0.148431522570773,0.0300306044376435
"2018-01-11",0.0380257345880545,0.00460917995006722,0.151910889187632,0.0253504897253697
"2018-01-12",0.0425242718446602,0.00368932038834951,0.158640776699029,0.0246601941747573
"2018-01-13",0.037914691943128,0.0037914691943128,0.150900473933649,0.0307109004739336
"2018-01-14",0.0358409557588202,0.00373343289154377,0.16464439051708,0.030614149710659
"2018-01-15",0.0324986680873735,0.00497247380571835,0.166045107440952,0.0356952583910495
"2018-01-16",0.0373961218836565,0.00336367233874159,0.155718242975861,0.0324495449149189
"2018-01-17",0.0404811915218637,0.00343708229902616,0.149322130991025,0.0229138819935077
"2018-01-18",0.0433520418037546,0.00522546932455971,0.143603638474937,0.0288368492355332
"2018-01-19",0.0382115422493599,0.00453023439038802,0.1563915698247,0.0250147725034469
"2018-01-20",0.0374776918500892,0.00356930398572278,0.154868134047194,0.0281578425540353
"2018-01-21",0.0376784015223597,0.00608943862987631,0.154329210275928,0.0281636536631779
"2018-01-22",0.0361577794010226,0.00420014609203798,0.162344777209642,0.0231921110299489
"2018-01-23",0.0353196527229676,0.00355169692186267,0.15370955011839,0.0256511444356748
"2018-01-24",0.0389779932860873,0.00335695635956733,0.151436031331593,0.025923162998881
"2018-01-25",0.0418426103646833,0.00403071017274472,0.148176583493282,0.0282149712092131
"2018-01-26",0.0385756676557863,0.00316518298714144,0.151137487636004,0.0247279920870425
"2018-01-27",0.0347249317206399,0.00390167772142021,0.157822863831448,0.0222395630120952
"2018-01-28",0.0393405769951293,0.00524541026601723,0.159423004870738,0.0305357811914575
"2018-01-29",0.0364472753007785,0.00619249823071479,0.150566171266808,0.0221160651096957
"2018-01-30",0.0427860696517413,0.00417910447761194,0.157412935323383,0.0228855721393035
"2018-01-31",0.0440862303359876,0.00543794911633327,0.145465138861915,0.0250534084288211
"2018-02-01",0.0371674491392801,0.00293427230046948,0.148082942097027,0.0258215962441315
"2018-02-02",0.0389043271139341,0.0037713378324732,0.158197697499008,0.0234219928543073
"2018-02-03",0.0369184403842532,0.00470898474288943,0.149745714823884,0.0250517988321718
"2018-02-04",0.0459985041136874,0.00486163051608078,0.141174270755423,0.0289827973074046
"2018-02-05",0.0347469707769066,0.00320741268709907,0.156806842480399,0.0306486101211689
"2018-02-06",0.0366219731839103,0.00380228136882129,0.158695217130278,0.0328196918150891
"2018-02-07",0.0391928599146294,0.00388048117966628,0.156577415599534,0.0236709351959643
"2018-02-08",0.0383362085489745,0.00402530189764232,0.152578110024919,0.0245351734713437
"2018-02-09",0.0397505845674201,0.00526110678098207,0.151987529228371,0.0257209664848012
"2018-02-10",0.0387965162311956,0.00475059382422803,0.164489311163895,0.0288994457640538
"2018-02-11",0.0404929577464789,0.00410798122065728,0.153560250391236,0.0242566510172144
"2018-02-12",0.0357428115015974,0.00379392971246006,0.152156549520767,0.0233626198083067
"2018-02-13",0.0344427244582043,0.00251547987616099,0.166989164086687,0.0253482972136223
"2018-02-14",0.0345416587587778,0.00455494401214652,0.173847029796925,0.0263807174036819
"2018-02-15",0.0407763183689473,0.00372475985100961,0.155067633797295,0.0237208390511664
"2018-02-16",0.0415245737211635,0.00401203610832497,0.147642928786359,0.0224674022066199
"2018-02-17",0.0393890675241158,0.00582797427652733,0.156752411575563,0.0247186495176849
"2018-02-18",0.0408202376389421,0.00440781908777309,0.148715983135301,0.0304714449980836
"2018-02-19",0.0450433108758422,0.00500481231953802,0.146679499518768,0.0246390760346487
"2018-02-20",0.0425252903709254,0.00374672161858374,0.149494192581491,0.0247283626826527
"2018-02-21",0.0454189506656225,0.00450274079874706,0.143304620203602,0.0195771339075959
"2018-02-22",0.0437158469945355,0.0048991897493876,0.141511211607311,0.0282645562464669
"2018-02-23",0.0467754777070064,0.00338375796178344,0.146695859872611,0.0210987261146497
"2018-02-24",0.041576354679803,0.0045320197044335,0.148571428571429,0.0214778325123153
"2018-02-25",0.041025641025641,0.00455840455840456,0.149477682811016,0.0227920227920228
"2018-02-26",0.0387806289793556,0.00443758441057303,0.143546208759406,0.0239243681265676
"2018-02-27",0.035437645236251,0.00367931835786212,0.142137877614253,0.0207203718048025
"2018-02-28",0.038855193328279,0.00379075056861259,0.160917361637604,0.0295678544351782
"2018-03-01",0.0412528647822765,0.00496562261268144,0.151451489686784,0.025974025974026
"2018-03-02",0.0375171871930858,0.00432135140443921,0.148497348261638,0.0218031820860342
"2018-03-03",0.0412126015454726,0.00554785020804438,0.159896968496136,0.0279373885476521
"2018-03-04",0.0383235793845573,0.00377572210685294,0.161600906173306,0.0268076269586558
"2018-03-05",0.037029893924783,0.00405014464802314,0.15930568948891,0.029122468659595
"2018-03-06",0.042849088517196,0.00281901898139447,0.151663221199023,0.0259349746288292
"2018-03-07",0.0415788465223223,0.00479018969151178,0.141789614868749,0.0208852270549914
"2018-03-08",0.0471014492753623,0.0045766590389016,0.178489702517162,0.0204042715484363
"2018-03-09",0.0394606385088241,0.00416418798334325,0.148324410073369,0.0230021812413246
"2018-03-10",0.0400160868690931,0.00422280313693947,0.164086064749648,0.0245324753669817
"2018-03-11",0.0469659966184482,0.00413300770242345,0.14014653390945,0.03813638925418
"2018-03-12",0.0408360750919296,0.00387071801819237,0.134120379330366,0.0251596671182504
"2018-03-13",0.040828173374613,0.00232198142414861,0.15750773993808,0.0265092879256966
"2018-03-14",0.0385739333722969,0.00448081044223651,0.152542372881356,0.0231833235924411
"2018-03-15",0.0398255262658828,0.00455148871610089,0.152854162715722,0.0267399962070927
"2018-03-16",0.047760015788435,0.00611801855141109,0.149398065916716,0.0221038089599368
"2018-03-17",0.043573855686588,0.00379772136717969,0.151309214471317,0.0267839296422147
"2018-03-18",0.0425329010108716,0.00438680144955178,0.165172611100515,0.0221247377455655
"2018-03-19",0.0334558112550764,0.0054148133823245,0.176948365886676,0.0261071359504931
"2018-03-20",0.0429530201342282,0.00441035474592522,0.155321188878236,0.02607861936721
"2018-03-21",0.0388596331941166,0.0052660250590158,0.159433448338478,0.0234247321590703
